关于提示更新后账号不存在说明,3天前,https://www.taptap.com/topic/4166191
11-9日出现提示账号不存在/数据不存在情况说明,11-10,https://www.taptap.com/topic/4152177
4-11 关于客户端更新后提示“不存在”情况的解决说明,11-09,https://www.taptap.com/topic/2807595
8月30日更新公告,11-06,https://www.taptap.com/topic/3596398
9月20日更新公告,11-06,https://www.taptap.com/topic/3716600
无法绑定邮箱的原因已经找到啦！,11-01,https://www.taptap.com/topic/243714
游戏异常公告,10-28,https://www.taptap.com/topic/534730
放置江湖的安卓版本公测上线预告,10-14,https://www.taptap.com/topic/239889
网络异常无法进入游戏的问题已经解决！,10-14,https://www.taptap.com/topic/3267234
风起云涌更新公告,10-05,https://www.taptap.com/topic/1872536
《放置江湖》安卓版本呢,10-04,https://www.taptap.com/topic/207073
新门派官府和武学绝招体验版上线公告,09-17,https://www.taptap.com/topic/290689
8月16日更新公告,09-02,https://www.taptap.com/topic/3479811
7月10日更新公告,08-14,https://www.taptap.com/topic/3219009
6月29日更新公告,07-10,https://www.taptap.com/topic/3155702
6-30日 更新公告,07-10,https://www.taptap.com/topic/3160347
6月14日端午节活动更新公告,06-28,https://www.taptap.com/topic/3065945
6-12日更新公告,06-27,https://www.taptap.com/topic/3110375
5-18日更新公告,06-19,https://www.taptap.com/topic/2967631
5月24日更新公告,05-29,https://www.taptap.com/topic/2989363
5月活动更新公告,05-21,https://www.taptap.com/topic/2874451
5-10日更新公告,05-18,https://www.taptap.com/topic/2933166
5-11日 更新游戏优化公告,05-15,https://www.taptap.com/topic/2939438
5-5日 更新预告,05-08,https://www.taptap.com/topic/2910400
5-4日 关于充值积分补充说明,05-04,https://www.taptap.com/topic/2905254
新手礼包、心意礼包及首充奖励上线公告,04-28,https://www.taptap.com/topic/256519
4-27日 冥币最终处理办法公告,04-28,https://www.taptap.com/topic/2869740
4月26日更新公告,04-26,https://www.taptap.com/topic/2863874
4月21日更新公告,04-26,https://www.taptap.com/topic/2843807
4-10 官网已经修复完毕，可以进行正常访问和游戏下载,04-25,https://www.taptap.com/topic/2804287
4-10 官网已经修复完毕，可以进行正常访问和游戏下载,04-12,https://www.taptap.com/topic/2804276
